accuracy_total,accuracy_druggable,accuracy_non_druggable
0.7391666666666666,0.7066666666666667,0.7716666666666666
0.7533333333333333,0.7333333333333333,0.7733333333333333
0.74,0.7116666666666667,0.7683333333333333
0.7408333333333333,0.7066666666666667,0.775
0.735,0.7083333333333334,0.7616666666666667
0.735,0.7133333333333334,0.7566666666666667
0.7425,0.7183333333333334,0.7666666666666667
0.7525,0.7266666666666667,0.7783333333333333
0.7383333333333333,0.7166666666666667,0.76
0.7491666666666666,0.7316666666666667,0.7666666666666667
0.7408333333333333,0.72,0.7616666666666667
0.7441666666666666,0.7233333333333334,0.765
0.7425,0.715,0.77
0.7433333333333333,0.725,0.7616666666666667
0.7441666666666666,0.7183333333333334,0.77
0.7416666666666667,0.705,0.7783333333333333
0.7483333333333333,0.7216666666666667,0.775
